"","company_category_code","funded_year","raised_amount_usd"
"5017","cleantech",2008,1.8e+07
"5018","hardware",2010,4880000
"5019","hardware",2007,49500000
"5020","software",2006,28500000
"5021","public_relations",2005,1.2e+07
"5022","hardware",2010,3e+06
"5023","health",2011,3e+06
"5024","biotech",2011,3e+06
"5025","health",2011,1e+07
"5026","biotech",2011,2500000
"5027","biotech",2011,5e+06
"5028","hardware",2012,3.6e+07
"5029","medical",2011,1.1e+07
"5030","nonprofit",2011,5600000
"5031","software",2012,7e+06
"5032","enterprise",2012,1.2e+07
"5033","biotech",2013,15800000
"5034","web",2006,3200000
"5035","web",2006,7e+05
"5036","network_hosting",2007,1e+07
"5037","web",2007,7e+06
"5038","web",2008,8e+06
"5039","web",2008,1e+07
"5040","network_hosting",2005,5e+06
"5041","network_hosting",2008,1.4e+07
"5042","ecommerce",2008,1e+06
"5043","news",2008,4500000
"5044","advertising",2008,10500000
"5045","analytics",2007,1.5e+07
"5046","analytics",2008,3e+07
"5047","software",2007,2e+07
"5048","software",2006,2.1e+07
"5049","advertising",2007,9740000
"5050","software",2008,5e+06
"5051","software",2008,10300000
"5052","software",2007,10700000
"5053","enterprise",2007,15500000
"5054","software",2009,6e+06
"5055","software",2005,9700000
"5056","biotech",2009,8e+06
"5057","biotech",2008,1.2e+07
"5058","software",2008,3.5e+07
"5059","biotech",2008,49500000
"5060","biotech",2008,1.6e+07
"5061","enterprise",2008,17500000
"5062","biotech",2009,6.8e+07
"5063","medical",2007,2.5e+07
"5064","biotech",2007,1.7e+07
"5065","biotech",2007,5e+07
"5066","hardware",2006,1.4e+07
"5067","nanotech",2009,14500000
"5068","nanotech",2005,1.2e+07
"5069","biotech",2009,7500000
"5070","hardware",2008,5250000
"5071","enterprise",2007,20500000
"5072","web",2007,10250000
"5073","biotech",2007,3.3e+07
"5074","network_hosting",2006,4700000
"5075",NA,2004,3e+06
"5076","cleantech",2010,1.5e+07
"5077","software",2006,6e+06
"5078","advertising",2006,43800000
"5079","biotech",2006,2e+07
"5080","hardware",2006,4e+06
"5081","software",2006,7e+05
"5082","hardware",2006,1.32e+08
"5083","software",2010,1.5e+07
"5084","semiconductor",2006,21800000
"5085","public_relations",2006,8500000
"5086","hardware",2006,4e+06
"5087","advertising",2010,1e+07
"5088","biotech",2010,1.09e+08
"5089","enterprise",2010,13600000
"5090","biotech",2005,2.3e+07
"5091","biotech",2005,1.3e+07
"5092","biotech",2005,7720000
"5093","software",2005,6e+06
"5094","hardware",2005,6e+06
"5095","analytics",2010,7500000
"5096","medical",2010,1.5e+07
"5097","cleantech",2010,8500000
"5098","network_hosting",2010,1.5e+07
"5099","semiconductor",2005,8800000
"5100",NA,2005,1.7e+07
"5101","nanotech",2010,13300000
"5102","news",2010,2500000
"5103","hardware",2010,7500000
"5104","biotech",2011,37500000
"5105","medical",2011,1.07e+08
"5106","news",2011,6e+06
"5107","enterprise",2011,4e+07
"5108","software",2011,1.5e+07
"5109","biotech",2011,13300000
"5110","medical",2011,4.1e+07
"5111","health",2011,48500000
"5112","nanotech",2011,2e+07
"5113","security",2011,2500000
"5114","nanotech",2012,3e+07
"5115","biotech",2012,3.5e+07
"5116","biotech",2013,5300000
"5117","security",2013,5e+06
"5118","biotech",2013,2e+07
"5119","biotech",2013,3.5e+07
"5120","cleantech",2013,1e+07
"5121","enterprise",2009,NA
"5122","games_video",2010,3e+06
"5123","mobile",2011,6300000
"5124","enterprise",2012,7e+06
"5125","network_hosting",2012,2e+06
"5126","analytics",2013,1e+07
"5127","web",2012,1650000
"5128","security",2013,NA
"5129","cleantech",2008,2e+07
"5130","biotech",2006,3.5e+07
"5131","biotech",2009,4400000
"5132","software",2006,2480000
"5133","biotech",2006,3670000
"5134","biotech",2007,139000
"5135","biotech",2010,11500000
"5136","mobile",2010,1540000
"5137","software",2005,6500000
"5138","mobile",2013,3e+06
"5139","hardware",2013,NA
"5140","software",2009,25000
"5141","software",2008,25000
"5142","web",2008,25000
"5143","web",2008,25000
"5144","games_video",2008,25000
"5145","games_video",2008,25000
"5146","web",2008,25000
"5147","advertising",2008,25000
"5148","security",2008,25000
"5149","web",2008,25000
"5150","web",2008,25000
"5151","enterprise",2009,25000
"5152","advertising",2009,25000
"5153","security",2009,25000
"5154","web",2008,25000
"5155","software",2010,25000
"5156","mobile",2010,25000
"5157","mobile",2010,25000
"5158","software",2013,25000
"5159","web",2012,25000
"5160","cleantech",2012,NA
"5161","semiconductor",2008,2e+06
"5162","software",2005,9e+06
"5163","hardware",2005,32100000
"5164","mobile",2007,1600000
"5165","web",2007,NA
"5166","mobile",2006,3300000
"5167","games_video",2007,NA
"5168","games_video",2007,1650000
"5169","games_video",2008,3500000
"5170","advertising",2008,1e+07
"5171","web",2008,2e+06
"5172","education",2009,7e+06
"5173","education",2008,3200000
"5174","games_video",2009,2.9e+07
"5175","analytics",2009,1e+06
"5176","web",2010,6600000
"5177","enterprise",2007,5e+06
"5178","software",2010,6e+06
"5179","games_video",2010,1e+06
"5180","enterprise",2010,3400000
"5181","web",2011,2500000
"5182","games_video",2011,3500000
"5183","network_hosting",2011,5e+06
"5184","software",2011,1.1e+07
"5185","search",2011,5e+06
"5186","advertising",2011,3e+06
"5187","security",2012,5e+06
"5188","biotech",2012,8864965
"5189","games_video",2012,8e+06
"5190","analytics",2012,NA
"5191","games_video",2012,1.5e+07
"5192","security",2013,2e+06
"5193","games_video",2013,8300000
"5194","advertising",2008,1489687
"5195","advertising",2007,NA
"5196","semiconductor",2008,1.2e+07
"5197","network_hosting",2009,8e+06
"5198","public_relations",2002,8e+06
"5199","mobile",2006,1.5e+07
"5200","mobile",2011,1e+07
"5201","semiconductor",2007,2.3e+07
"5202","biotech",2009,3.8e+07
"5203","biotech",2008,22750000
"5204","biotech",2009,34500000
"5205","biotech",2008,2.4e+07
"5206","biotech",2009,1.5e+07
"5207","biotech",2007,6e+07
"5208","biotech",2008,6.5e+07
"5209","biotech",2009,21400000
"5210","biotech",2009,3e+07
"5211","semiconductor",2008,1.3e+07
"5212","medical",2007,2e+07
"5213","biotech",2004,3.3e+07
"5214","biotech",2009,16100000
"5215","biotech",2008,14500000
"5216","biotech",2008,9e+06
"5217","biotech",2007,7100000
"5218","biotech",2007,4.4e+07
"5219","biotech",2007,29840000
"5220","biotech",2007,2.1e+07
"5221","biotech",2007,1.5e+07
"5222","biotech",2007,22600000
"5223","biotech",2009,1.2e+07
"5224","biotech",2007,5e+07
"5225","biotech",2009,8600000
"5226","biotech",2007,3.2e+07
"5227","medical",2004,27600000
"5228","medical",2007,25500000
"5229","biotech",2008,3e+07
"5230","biotech",2009,3720000
"5231","biotech",2010,3e+05
"5232","hardware",2007,5e+07
"5233","medical",2010,3.6e+07
"5234","biotech",2007,5.5e+07
"5235","biotech",2007,41300000
"5236","biotech",2007,2.8e+07
"5237","biotech",2007,2.1e+07
"5238","biotech",2007,2.1e+07
"5239","biotech",2007,15500000
"5240","biotech",2007,10500000
"5241","software",2007,5e+06
"5242","network_hosting",2006,1.8e+07
"5243","biotech",2010,5.6e+07
"5244","biotech",2006,4.5e+07
"5245","biotech",2006,1.9e+07
"5246","biotech",2006,2.9e+07
"5247","biotech",2006,17700000
"5248","biotech",2006,1.6e+07
"5249","hardware",2006,1.2e+07
"5250",NA,2006,8e+06
"5251","biotech",2010,2.9e+07
"5252","biotech",2010,1e+07
"5253","biotech",2010,2e+07
"5254","biotech",2010,4e+07
"5255","biotech",2010,3.5e+07
"5256","biotech",2010,1.5e+07
"5257","biotech",2010,3.2e+07
"5258","biotech",2008,1.8e+07
"5259","semiconductor",2005,1.7e+07
"5260","biotech",2010,3e+07
"5261","biotech",2010,2.3e+07
"5262","biotech",2010,36500000
"5263","medical",2011,3.3e+07
"5264","biotech",2011,4.5e+07
"5265","biotech",2011,3e+07
"5266","biotech",2011,4.4e+07
"5267","biotech",2012,16500000
"5268","biotech",2012,4.6e+07
"5269","biotech",2012,37500000
"5270","biotech",2012,2.1e+07
"5271","biotech",2013,3.3e+07
"5272","biotech",2013,2.3e+07
"5273","biotech",2013,2e+07
"5274","biotech",2012,20600000
"5275","biotech",2013,4.9e+07
"5276","games_video",2011,NA
"5277","analytics",2013,1500000
"5278","mobile",2013,1500000
"5279","ecommerce",2013,620000
"5280","software",2013,NA
"5281","mobile",2013,NA
"5282","consulting",2010,1020000
"5283","health",2013,NA
"5284","biotech",2010,6100000
"5285","semiconductor",2007,14700000
"5286","semiconductor",2010,1e+07
"5287","software",2012,3.5e+07
"5288","software",2012,10100000
"5289","cleantech",2007,48500000
"5290","cleantech",2006,1.6e+07
"5291","hardware",2009,2.8e+07
"5292","cleantech",2009,1e+07
"5293","cleantech",2009,17500000
"5294","biotech",2008,NA
"5295","cleantech",2008,1.5e+07
"5296","cleantech",2008,1e+07
"5297","cleantech",2009,3e+07
"5298","cleantech",2008,7e+06
"5299","cleantech",2005,8120000
"5300","cleantech",2011,36500000
"5301","cleantech",2012,6e+06
"5302","hardware",2012,4e+07
"5303","software",2007,9e+06
"5304","mobile",2007,3.5e+07
"5305","biotech",2008,3e+07
"5306","biotech",2008,15200000
"5307","biotech",2009,1.5e+07
"5308","biotech",2009,17200000
"5309","nanotech",2009,14500000
"5310","biotech",2006,3e+07
"5311","biotech",2010,4800000
"5312","nanotech",2010,13300000
"5313","biotech",2011,1.5e+07
"5314","biotech",2011,37400000
"5315","nanotech",2011,2e+07
"5316","nanotech",2012,3e+07
"5317","ecommerce",2007,7e+06
"5318","ecommerce",2006,4e+06
"5319","social",2005,5e+06
"5320","games_video",2007,4e+06
"5321","games_video",2008,1.1e+07
"5322","analytics",2008,8e+06
"5323","enterprise",2008,3600000
"5324","mobile",2008,5700000
"5325","security",2008,7e+06
"5326","software",2008,6e+06
"5327","enterprise",2006,5200000
"5328","enterprise",2008,3300000
"5329","software",2007,6e+06
"5330","social",2007,4e+06
"5331","games_video",2009,2200000
"5332","consulting",2007,NA
"5333","ecommerce",2009,5e+06
"5334","education",2010,2e+06
"5335","software",2009,2e+06
"5336","games_video",2008,1500000
"5337","mobile",2010,5e+05
"5338","software",2007,1e+07
"5339","software",2007,3500000
"5340","social",2010,9e+06
"5341","search",2010,6500000
"5342","finance",2006,2200000
"5343","security",2006,3500000
"5344","enterprise",2006,4e+06
"5345","analytics",2010,4500000
"5346","software",2005,6e+06
"5347","education",2010,5e+06
"5348","analytics",2005,4500000
"5349","analytics",2005,4500000
"5350","software",2005,2500000
"5351","analytics",2011,1e+07
"5352","games_video",2011,4e+06
"5353","analytics",2011,1.2e+07
"5354","search",2012,12600000
"5355","social",2012,18100000
"5356","games_video",2009,3e+06
"5357","ecommerce",2013,4009930
"5358","analytics",2013,1.5e+07
"5359","search",2013,42800000
"5360","enterprise",2012,1.3e+07
"5361","software",2012,5e+06
"5362","finance",2008,6500000
"5363","web",2005,1e+07
"5364","web",2007,4380000
"5365","enterprise",2008,2.6e+07
"5366","cleantech",2008,17500000
"5367","semiconductor",2007,2.3e+07
"5368","cleantech",2009,1.5e+07
"5369","mobile",2008,2e+07
"5370","advertising",2008,1.8e+07
"5371","semiconductor",2008,1.3e+07
"5372","software",2006,4.2e+07
"5373","software",2006,2e+07
"5374","semiconductor",2007,31500000
"5375","semiconductor",2005,3e+07
"5376","semiconductor",2005,1.7e+07
"5377","software",2005,8200000
"5378","finance",2013,12750000
"5379","biotech",2011,2.7e+07
"5380","hardware",2005,6e+07
"5381","advertising",2013,6e+06
"5382","web",2011,2e+06
"5383","games_video",2007,1e+05
"5384","games_video",2008,3700000
"5385","security",2009,NA
"5386","hardware",2010,NA
"5387","software",2010,8e+06
"5388","games_video",2007,2500000
"5389","mobile",2007,1e+05
"5390","hospitality",2012,225000
"5391","software",2012,1500000
"5392","software",2011,8e+05
"5393","security",2011,1e+06
"5394","enterprise",2011,NA
"5395","travel",2012,2400000
"5396","legal",2012,2e+06
"5397","enterprise",2012,NA
"5398","web",2012,NA
"5399","mobile",2013,1200000
"5400","enterprise",2013,1e+07
"5401","analytics",2012,750000
"5402","analytics",2013,1750000
"5403","biotech",2010,2.6e+07
"5404","web",2008,NA
"5405","other",2006,1.3e+07
"5406","security",2009,8700000
"5407","medical",2007,1.2e+07
"5408","security",2007,2.5e+07
"5409","consulting",2007,2.3e+07
"5410","travel",2007,11500000
"5411","security",2006,2.1e+07
"5412","medical",2013,1.5e+07
"5413","medical",2012,2e+07
"5414","security",2007,2.5e+07
"5415","social",2008,4100000
"5416","social",2009,5e+05
"5417","semiconductor",2005,6500000
"5418","network_hosting",2009,7e+06
"5419","semiconductor",2009,1e+07
"5420","cleantech",2008,4500000
"5421","enterprise",2007,1.4e+07
"5422","mobile",2010,3e+07
"5423","software",2006,7300000
"5424","network_hosting",2006,1500000
"5425","software",2005,1.1e+07
"5426","network_hosting",2007,1e+07
"5427","network_hosting",2010,5e+06
"5428","enterprise",2005,6e+06
"5429","semiconductor",2005,8800000
"5430","hardware",2005,1e+06
"5431","ecommerce",1999,33200000
"5432","enterprise",2000,1.2e+08
"5433","ecommerce",2003,4.1e+07
"5434","software",2005,10300000
"5435","web",2007,8800000
"5436","biotech",2008,1.7e+07
"5437","web",2003,1500000
"5438","web",2004,11800000
"5439","software",2006,2e+06
"5440","advertising",2008,7800000
"5441","mobile",2006,6e+06
"5442","mobile",2006,1500000
"5443","advertising",2006,1e+06
"5444","mobile",2008,1.5e+07
"5445","software",2006,8e+06
"5446","web",2005,NA
"5447","games_video",2005,3800000
"5448","mobile",2009,1.2e+07
"5449","hospitality",2009,2e+06
"5450","games_video",2007,2e+06
"5451","hardware",2002,16500000
"5452","ecommerce",2009,1e+06
"5453","software",2007,1e+07
"5454","web",2007,3500000
"5455","analytics",2010,1500000
"5456","web",2010,1600000
"5457","advertising",2010,11200000
"5458","web",2010,1100000
"5459","software",2005,1e+07
"5460","web",2011,1400000
"5461","mobile",2011,1100000
"5462","transportation",2012,5e+05
"5463","analytics",2012,1200000
"5464","software",2012,2e+06
"5465","enterprise",2011,3e+06
"5466","ecommerce",2013,1300000
"5467","analytics",2012,1400000
"5468","finance",2007,2e+06
"5469","web",2007,5e+05
"5470","public_relations",2008,320000
"5471","photo_video",2008,NA
"5472","search",2008,9e+05
"5473","web",2008,25000
"5474","ecommerce",2008,3e+05
"5475","advertising",2009,2104119
"5476","mobile",2009,NA
"5477","social",2007,4e+05
"5478","web",2009,1e+06
"5479","search",2006,2e+06
"5480","hardware",2006,2e+06
"5481",NA,2006,NA
"5482","biotech",2007,6e+05
"5483","biotech",2006,970000
"5484","biotech",2013,2e+07
"5485","biotech",2013,7e+06
"5486","ecommerce",2013,45500000
"5487","biotech",2012,20600000
"5488","mobile",2009,2400000
"5489","search",2004,1.5e+07
"5490","search",2001,1.5e+07
"5491","analytics",2008,13600000
"5492","biotech",2007,9e+06
"5493","analytics",2010,7296727
"5494","analytics",2006,18690000
"5495","biotech",2011,NA
"5496","medical",2011,2e+07
"5497","medical",2011,2e+07
"5498","biotech",2007,9500000
"5499","biotech",2007,1e+06
"5500","biotech",2006,1870000
"5501","software",2006,980000
"5502","biotech",2006,3e+06
"5503","mobile",2007,7e+06
"5504","software",2010,1e+06
"5505","software",2007,5e+06
"5506","software",2006,4800000
"5507","software",2006,1750000
"5508","software",2010,750000
"5509","security",2012,NA
"5510","games_video",2012,750000
"5511","analytics",2013,1.5e+07
"5512","ecommerce",2013,NA
"5513","enterprise",2013,4e+05
"5514","software",2013,NA
"5515","software",2011,1250000
"5516","biotech",2005,1500000
"5517",NA,2006,1e+06
"5518","biotech",2013,6700000
"5519","enterprise",2009,1.4e+07
"5520","enterprise",2009,2500000
"5521","enterprise",2009,2300000
"5522","software",2009,9e+06
"5523","games_video",2009,15187000
"5524","software",2009,7499999
"5525","mobile",2010,1e+06
"5526","photo_video",2010,5e+05
"5527","enterprise",2010,1200000
"5528","enterprise",2010,4.5e+07
"5529","analytics",2010,6300000
"5530","social",2010,625000
"5531","mobile",2010,2e+07
"5532","enterprise",2010,1e+07
"5533","games_video",2010,5e+05
"5534","enterprise",2010,6500000
"5535","enterprise",2010,16500000
"5536","software",2010,26797600
"5537","enterprise",2010,1e+07
"5538","social",2009,8200000
"5539","software",2010,5e+06
"5540","web",2010,3e+06
"5541","web",2010,4300000
"5542","mobile",2010,2.5e+07
"5543","web",2011,9.5e+08
"5544","mobile",2011,16500000
"5545","health",2011,2250000
"5546","network_hosting",2011,2.6e+07
"5547","network_hosting",2011,4.8e+07
"5548","games_video",2011,1.8e+07
"5549","hardware",2011,4.9e+07
"5550","software",2011,30044995
"5551","software",2011,2e+06
"5552","mobile",2011,5500000
"5553","web",2011,1750000
"5554","enterprise",2011,12600000
"5555","social",2011,1e+06
"5556","web",2011,1600000
"5557","fashion",2011,4e+07
"5558","mobile",2011,7600000
"5559","travel",2011,1.12e+08
"5560","analytics",2011,2e+07
"5561","hardware",2011,1300000
"5562","social",2011,3e+06
"5563","security",2011,9200000
"5564","mobile",2011,5e+07
"5565","social",2011,3e+07
"5566","social",2011,5e+06
"5567","enterprise",2011,8e+06
"5568","web",2011,1400000
"5569","enterprise",2011,16500000
"5570","network_hosting",2011,8.1e+07
"5571","enterprise",2011,1.5e+07
"5572","enterprise",2011,NA
"5573","software",2011,7200000
"5574","enterprise",2011,1500000
"5575","enterprise",2011,NA
"5576","security",2011,4e+07
"5577","social",2011,2.7e+07
"5578","analytics",2011,4e+06
"5579","mobile",2011,6400000
"5580","web",2011,2e+07
"5581","mobile",2011,1500000
"5582","advertising",2011,1200000
"5583","enterprise",2010,1400000
"5584","web",2011,NA
"5585","games_video",2011,1e+06
"5586","enterprise",2011,33500000
"5587","ecommerce",2011,4e+07
"5588","consulting",2011,1500000
"5589","enterprise",2012,1400000
"5590","software",2012,25500000
"5591","analytics",2012,2.4e+07
"5592","analytics",2012,2500000
"5593","hardware",2011,5e+07
"5594","mobile",2011,1e+06
"5595","ecommerce",2012,1e+06
"5596","software",2012,6250000
"5597","enterprise",2012,5e+07
"5598","analytics",2012,NA
"5599","social",2012,2.2e+07
"5600","ecommerce",2012,1600000
"5601","search",2012,5e+06
"5602","security",2012,1e+06
"5603","web",2012,1500000
"5604","web",2012,150000
"5605","advertising",2012,1e+07
"5606","analytics",2012,10250000
"5607","social",2012,1e+08
"5608","fashion",2012,1500000
"5609","enterprise",2012,2200000
"5610","ecommerce",2012,6500000
"5611","ecommerce",2012,2.25e+08
"5612","software",2012,1400000
"5613","security",2012,9500000
"5614","enterprise",2012,7e+06
